0.693394 0.263638 0.000000
0.693394 0.264260 0.000000
0.693394 0.264881 0.000000
0.693394 0.265503 0.000000
0.693394 0.266125 0.000000
0.693394 0.266746 0.000000
0.693394 0.267368 0.000000
0.693394 0.267989 0.000000
0.693394 0.268611 0.000000
0.693394 0.269233 0.000000
0.693394 0.269854 0.000000
0.693394 0.270476 0.000000
0.693394 0.271098 0.000000
0.693394 0.271719 0.000000
0.693394 0.272341 0.000000
0.693394 0.272962 0.000000
0.693394 0.273584 0.000000
0.693394 0.274206 0.000000
0.693394 0.274827 0.000000
0.693394 0.275449 0.000000
0.693394 0.276070 0.000000
0.693394 0.276692 0.000000
0.693394 0.277314 0.000000
0.693394 0.277935 0.000000
0.693394 0.278557 0.000000
0.693394 0.279178 0.000000
0.693394 0.279800 0.000000
0.693394 0.280422 0.000000
0.693394 0.281043 0.000000
0.693394 0.281665 0.000000
0.693394 0.282286 0.000000
0.693394 0.282908 0.000000
0.693394 0.283530 0.000000
0.693394 0.284151 0.000000
0.693394 0.284773 0.000000
0.693394 0.285395 0.000000
0.693394 0.286016 0.000000
0.693394 0.286638 0.000000
0.693394 0.287259 0.000000
0.693394 0.287881 0.000000
0.693394 0.288503 0.000000
0.693394 0.289124 0.000000
0.693394 0.289746 0.000000
0.693394 0.290367 0.000000
0.693394 0.290989 0.000000
0.693394 0.291611 0.000000
0.693394 0.292232 0.000000
0.693394 0.292854 0.000000
0.693394 0.293475 0.000000
0.693394 0.294097 0.000000
0.693394 0.294719 0.000000
0.693394 0.295340 0.000000
0.693394 0.295962 0.000000
0.693394 0.296584 0.000000
0.693394 0.297205 0.000000
0.693394 0.297827 0.000000
0.693394 0.298448 0.000000
0.693394 0.299070 0.000000
0.693394 0.299692 0.000000
0.693394 0.300313 0.000000
0.693394 0.300935 0.000000
0.693394 0.301556 0.000000
0.693394 0.302178 0.000000
0.693394 0.302800 0.000000
0.693394 0.303421 0.000000
0.693394 0.304043 0.000000
0.693394 0.304664 0.000000
0.693394 0.305286 0.000001
0.693394 0.305908 0.000047
0.693394 0.306529 0.000984
0.693394 0.307151 0.013723
0.693394 0.307772 0.126281
0.693394 0.308394 0.767271
0.693394 0.309016 3.079382
0.693394 0.309637 8.169824
0.693394 0.310259 14.348981
0.693394 0.310881 16.746243
0.693394 0.311502 13.200229
0.693394 0.312124 7.803869
0.693394 0.312745 5.744348
0.693394 0.313367 8.053111
0.693394 0.313989 11.403423
0.693394 0.314610 11.443218
0.693394 0.315232 7.664179
0.693394 0.315853 3.408597
0.693394 0.316475 1.080449
0.693394 0.317097 0.541263
0.693394 0.317718 1.224032
0.693394 0.318340 3.823644
0.693394 0.318961 10.137685
0.693394 0.319583 19.755996
0.693394 0.320205 27.008065
0.693394 0.320826 27.830651
0.693394 0.321448 29.663143
0.693394 0.322069 42.696578
0.693394 0.322691 59.852533
0.693394 0.323313 61.015475
0.693394 0.323934 41.823223
0.693394 0.324556 19.014475
0.693394 0.325178 5.754780

0.693513 0.263638 0.000000
0.693513 0.264260 0.000000
0.693513 0.264881 0.000000
0.693513 0.265503 0.000000
0.693513 0.266125 0.000000
0.693513 0.266746 0.000000
0.693513 0.267368 0.000000
0.693513 0.267989 0.000000
0.693513 0.268611 0.000000
0.693513 0.269233 0.000000
0.693513 0.269854 0.000000
0.693513 0.270476 0.000000
0.693513 0.271098 0.000000
0.693513 0.271719 0.000000
0.693513 0.272341 0.000000
0.693513 0.272962 0.000000
0.693513 0.273584 0.000000
0.693513 0.274206 0.000000
0.693513 0.274827 0.000000
0.693513 0.275449 0.000000
0.693513 0.276070 0.000000
0.693513 0.276692 0.000000
0.693513 0.277314 0.000000
0.693513 0.277935 0.000000
0.693513 0.278557 0.000000
0.693513 0.279178 0.000000
0.693513 0.279800 0.000000
0.693513 0.280422 0.000000
0.693513 0.281043 0.000000
0.693513 0.281665 0.000000
0.693513 0.282286 0.000000
0.693513 0.282908 0.000000
0.693513 0.283530 0.000000
0.693513 0.284151 0.000000
0.693513 0.284773 0.000000
0.693513 0.285395 0.000000
0.693513 0.286016 0.000000
0.693513 0.286638 0.000000
0.693513 0.287259 0.000000
0.693513 0.287881 0.000000
0.693513 0.288503 0.000000
0.693513 0.289124 0.000000
0.693513 0.289746 0.000000
0.693513 0.290367 0.000000
0.693513 0.290989 0.000000
0.693513 0.291611 0.000000
0.693513 0.292232 0.000000
0.693513 0.292854 0.000000
0.693513 0.293475 0.000000
0.693513 0.294097 0.000000
0.693513 0.294719 0.000000
0.693513 0.295340 0.000000
0.693513 0.295962 0.000000
0.693513 0.296584 0.000000
